field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_calculated_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_p10_max_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_srad_mean_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_gdd_wheat_to_asof,wx_hot_d30_to_asof,wx_hot_d35_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_precip_sum_last30d,wx_srad_sum_last30d,wx_et0_sum_last30d,wx_vpd_max_last30d,wx_temp_max_last30d,wx_apr_precip,wx_apr_temp_mean,wx_apr_temp_max,wx_apr_srad,wx_apr_et0,wx_apr_vpd_max,wx_apr_hot_d30,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_may_hot_d30,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,wx_aug_precip,wx_aug_temp_mean,wx_aug_temp_max,wx_aug_srad,wx_aug_et0,wx_aug_vpd_max,wx_aug_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
233,2013,40.0,40.0,1.5523,estimate_normalized,True,39.0,38.82,6.7,3.57,211.75,698.55237,6.06,510.0,40.0,0.4451,0.603,0.207,0.1090588831778503,0.33825,0.525,0.5987499999999999,-8.436524362436547e-06,0.32,17.804000000000002,201.0,0.396,16.0,1,99,40__40,13.053594771241828,29.8,427.0,3113.8,20.351633986928107,2.82,1.258235294117647,18,533.9,-106.89999999999998,1170.4,1445.0,0,0,85,13,0,146.60000000000002,521.91,94.18,2.21,27.0,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,146.6,16.983870967741936,27.0,547.5500000000001,98.85,2.21,0,-0.03454646550979885,0.1801733333333333,-0.1785777777777779,-0.12481051587301595,-0.14895692415223669,6
234,2013,40.0,40.0,2.1286,estimate_normalized,True,35.0,36.18,6.5,3.73,181.31,492.74302,14.32,480.0,36.0,0.5957777777777777,0.736,0.401,0.1107178875217728,0.4995,0.703,0.7309999999999999,-0.0014027989965451,0.403,21.447999999999997,177.0,0.3349999999999999,27.0,1,99,40__40,14.13790849673203,30.5,427.0,3113.8,20.351633986928107,2.84,1.2784313725490195,18,540.6400000000001,-113.6400000000001,1317.9,1600.0,2,0,85,13,1,146.60000000000002,521.91,95.15,2.22,27.9,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,146.6,18.11935483870968,27.9,547.5500000000001,99.88,2.22,0,0.06963006033120321,0.29709646464646466,-0.12627741702741702,-0.09267698412698411,-0.08519041305916304,6
195,2014,40.0,40.0,2.7474,estimate_normalized,True,123.0,122.42127,6.9,3.6425,225.2,499.4803025,7.5175,427.5,80.0,0.4517625,0.737,0.148,0.2183722305920558,0.21375,0.67025,0.7237499999999999,0.0037256649264954,0.386,36.141000000000005,179.0,0.589,38.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,21.116339869281045,4.02,1.55,42,592.22,-200.42000000000007,1289.6,1571.5,9,0,105,17,3,52.7,619.3000000000001,119.89,3.24,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.03994530489695146,0.16446269841269845,-0.12001556776556782,0.015730992816707146,0.10557689384550285,7
197,2014,40.0,40.0,2.2187,estimate_normalized,True,343.0,343.71311,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,83.0,0.4355301204819277,0.713,0.154,0.1967683083350714,0.2145,0.66,0.6995,0.0026315371935488,0.343,36.149,182.0,0.5589999999999999,35.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,21.116339869281045,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,1699.8000000000002,15,1,105,17,4,52.7,619.3000000000001,122.79,3.46,31.9,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.004679255862193371,0.07797023809523806,-0.05373429427715137,-0.028723593073592957,-0.023131497768104883,7
207,2014,40.0,40.0,2.2424,estimate_normalized,True,110.91,110.91329,6.875,3.55,244.935,425.663535,5.4125,412.5,78.0,0.4228461538461538,0.703,0.168,0.1892912609170483,0.21275,0.621,0.6895714285714287,0.002524605325221,0.311,32.982,182.0,0.5349999999999999,30.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,21.116339869281045,4.02,1.55,42,592.22,-200.42000000000007,1289.6,1571.5,9,0,105,17,3,52.7,619.3000000000001,119.89,3.24,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.004513773806988091,0.07819160997732433,-0.08158333333333334,-0.009324643610357841,0.0188187962622173,7
208,2014,40.0,40.0,2.9195,estimate_normalized,True,130.0,128.21593,6.8,3.916,202.758,706.31834,5.7,504.0,77.0,0.491909090909091,0.738,0.145,0.2024297974715391,0.274,0.666,0.7288571428571429,0.0038905165320078,0.548,37.87700000000001,190.0,0.593,45.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,21.19411764705882,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,1537.0,8,0,107,17,3,46.5,617.4899999999999,122.14,3.31,30.7,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.02949699166936201,0.08513603896103888,-0.011802927231498672,0.07758039103753384,0.05571605771004267,7
209,2014,40.0,40.0,2.7874,estimate_normalized,True,301.65,301.6502,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,85.0,0.4428352941176471,0.711,0.159,0.2030758680052604,0.228,0.634,0.7093749999999999,0.0030423998672908,0.338,37.641000000000005,195.0,0.5519999999999999,37.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,21.116339869281045,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,1699.8000000000002,15,1,105,17,4,52.7,619.3000000000001,122.79,3.46,31.9,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.019240573201156814,0.12299007936507933,-0.07156091527520103,-0.061038899196041996,-0.009152095391381104,7
210,2014,40.0,40.0,2.9256,estimate_normalized,True,247.0,245.92428,7.2125,3.72,230.06625,480.10587375,9.455,423.75,82.0,0.4706463414634146,0.783,0.167,0.2150854267013412,0.2435,0.6847500000000001,0.764375,0.0035782713605755,0.376,38.593,188.0,0.616,39.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,21.116339869281045,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,1699.8000000000002,15,1,105,17,4,52.7,619.3000000000001,122.79,3.46,31.9,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.023575869804380208,0.12167426303854878,-0.10443998778998781,-0.08014965986394557,0.038515975195439464,7
212,2014,40.0,40.0,2.45,estimate_normalized,True,136.0,134.83369,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,77.0,0.4352857142857141,0.729,0.148,0.2148007749352909,0.202,0.66,0.7125714285714285,0.0041840965455687,0.464,33.51699999999999,214.0,0.581,37.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,21.19411764705882,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,1537.0,8,0,107,17,3,46.5,617.4899999999999,122.14,3.31,30.7,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.0004564205854384374,0.14301020408163267,-0.17530862708719852,0.05594149659863934,0.09889721164382816,7
213,2014,40.0,40.0,2.4244,estimate_normalized,True,14.0,16.53751,7.2,3.39,148.5,272.23874,13.42,420.0,78.0,0.4668076923076923,0.732,0.169,0.1941960453855652,0.2705,0.64825,0.719857142857143,0.0031046114599686,0.385,36.411,188.0,0.563,37.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,21.116339869281045,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,1699.8000000000002,15,1,105,17,4,52.7,619.3000000000001,122.79,3.46,31.9,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.01920684885524171,0.10521309523809508,-0.06297943722943716,-0.039611502782931296,0.007447593091953999,7
214,2014,40.0,40.0,2.6513,estimate_normalized,True,9.0,10.99122,7.1,3.67,236.12,399.02591,8.82,420.0,78.0,0.4694230769230769,0.736,0.17,0.1959842693341227,0.26975,0.65175,0.7241428571428571,0.003173698325484,0.387,36.615,188.0,0.566,37.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,21.116339869281045,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,1699.8000000000002,15,1,105,17,4,52.7,619.3000000000001,122.79,3.46,31.9,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.019680103654925084,0.10313809523809514,-0.05965710678210673,-0.048599319727891166,0.011940451778797628,7
215,2014,40.0,40.0,2.6138000000000003,estimate_normalized,True,79.0,78.14849,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,73.0,0.5524383561643835,0.74,0.339,0.1375402293628602,0.402,0.692,0.7325714285714285,-0.0012414164747732,0.339,40.328,161.0,0.4009999999999999,44.0,1,99,40__40,14.737254901960783,34.0,391.7999999999999,3230.8,21.116339869281045,3.79,1.5293464052287582,40,591.11,-199.3100000000001,1368.9,1656.4,13,0,105,17,4,52.7,619.3000000000001,119.76,3.11,31.0,62.0,6.58,19.5,525.82,83.65,1.79,0,60.2,11.893548387096772,25.3,695.42,122.3,2.24,0,72.0,17.65666666666667,31.3,721.96,135.33,3.0,4,144.9,18.95483870967742,34.0,645.02,126.14,3.79,7,52.7,18.432258064516127,31.0,642.58,123.69,3.11,2,0.09570653664567355,0.38006481481481486,-0.205487012987013,-0.11431724228152806,-0.15327584452584453,7
216,2014,40.0,40.0,2.9909,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,73.0,0.5421095890410959,0.755,0.181,0.1860784605205399,0.403,0.715,0.7485714285714286,0.0022532713379779,0.409,39.574,184.0,0.5740000000000001,46.0,1,99,40__40,15.253594771241833,34.7,391.7999999999999,3230.8,21.116339869281045,4.0,1.567516339869281,42,599.21,-207.41000000000008,1444.0000000000002,1733.5000000000002,15,0,105,17,4,52.7,619.3000000000001,121.23,3.18,31.6,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,52.7,18.951612903225808,31.6,642.58,125.22,3.18,4,0.009013933638561608,0.09121258503401353,-0.17062608225108222,-0.1409054358340074,-0.08006820215498786,7
217,2014,40.0,40.0,3.0689,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,78.0,0.4777564102564102,0.776,0.159,0.2335618397164424,0.2115,0.6912499999999999,0.773,0.0047430100727458,0.587,37.265,201.0,0.617,40.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,21.19411764705882,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,1537.0,8,0,107,17,3,46.5,617.4899999999999,122.14,3.31,30.7,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.03753291103244198,0.17704600597814885,-0.11641017316017321,0.15256536796536796,0.12844257473937923,7
218,2014,40.0,40.0,2.1887,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,72.0,0.420375,0.658,0.156,0.1604170292203695,0.25275,0.585,0.6474285714285715,0.0015457357168719,0.231,30.267000000000003,196.0,0.502,27.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,21.19411764705882,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,1537.0,8,0,107,17,3,46.5,617.4899999999999,122.14,3.31,30.7,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,-0.009753965734876194,0.08825595238095235,-0.20435491016919582,-0.19466326530612246,-0.13479080629920967,7
219,2014,40.0,40.0,2.3038,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,79.0,0.4301518987341772,0.792,0.156,0.2196448277207912,0.193,0.673,0.7607142857142856,0.0023436550456689,0.26,33.982,188.0,0.636,29.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,21.116339869281045,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,1699.8000000000002,15,1,105,17,4,52.7,619.3000000000001,122.79,3.46,31.9,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.006070938567141567,0.20427172232529367,-0.18153726273726273,-0.15103203463203468,-0.13196432991611565,7
220,2014,40.0,40.0,2.0431,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,67.0,0.4863880597014925,0.711,0.165,0.1706173124864995,0.3215,0.6485000000000001,0.7078333333333333,0.0010624043709903,0.303,32.588,172.0,0.5459999999999999,30.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,21.19411764705882,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,1537.0,8,0,107,17,3,46.5,617.4899999999999,122.14,3.31,30.7,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,-0.0013757372482616098,0.1645094627594627,-0.2129849721706864,-0.18699564007421143,-0.1536090324008391,7
222,2014,40.0,40.0,2.3248,estimate_normalized,True,62.0,62.12991,6.9,3.725,206.315,278.80506,4.845,420.0,73.0,0.516041095890411,0.735,0.265,0.1594036350246536,0.358,0.706,0.730857142857143,-0.0006897281934643,0.295,37.67100000000001,173.0,0.47,39.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,21.19411764705882,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,1537.0,8,0,107,17,3,46.5,617.4899999999999,122.14,3.31,30.7,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.08146204519695968,0.34336527777777776,-0.21414705215419505,-0.09164314257171402,-0.14517658802448719,7
223,2014,40.0,40.0,2.4033,estimate_normalized,True,70.0,70.93112,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,72.0,0.5100972222222222,0.733,0.253,0.1593634176377152,0.362,0.70575,0.7282857142857143,-0.0012226918325289,0.292,36.727,170.0,0.48,36.0,1,99,40__40,13.872549019607844,34.3,335.1,3242.7,21.19411764705882,4.32,1.5736601307189542,43,604.39,-269.28999999999996,1258.5,1537.0,8,0,107,17,3,46.5,617.4899999999999,122.14,3.31,30.7,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,47.0,17.593548387096774,30.7,640.6899999999999,125.98,3.31,2,0.04804820316116233,0.40656388888888895,-0.2521341991341992,-0.17590241187384048,-0.20777847923681259,7
224,2014,40.0,40.0,2.6593,estimate_normalized,True,104.0,106.08424,6.5,3.808,191.728,598.903534,18.618,516.0,75.0,0.5320266666666666,0.747,0.169,0.1886586316310199,0.4215,0.706,0.7437142857142857,0.0037305922207722,0.493,39.902,191.0,0.578,46.0,1,99,40__40,15.253594771241833,34.7,391.7999999999999,3230.8,21.116339869281045,4.0,1.567516339869281,42,599.21,-207.41000000000008,1444.0000000000002,1733.5000000000002,15,0,105,17,4,52.7,619.3000000000001,121.23,3.18,31.6,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,52.7,18.951612903225808,31.6,642.58,125.22,3.18,4,0.040717436904936906,0.10709013605442175,-0.03965182436611003,-0.005611759272473482,0.04281023426969856,7
226,2014,40.0,40.0,2.2283,estimate_normalized,True,40.0,41.00801,7.2,3.79,218.81,806.48818,8.56,420.0,73.0,0.5278356164383562,0.724,0.228,0.1381395972214716,0.448,0.672,0.7191428571428571,0.0003404615177345,0.392,38.532,175.0,0.496,35.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,21.116339869281045,4.02,1.55,42,592.22,-200.42000000000007,1289.6,1571.5,9,0,105,17,3,52.7,619.3000000000001,119.89,3.24,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.05727161050999078,0.273725,-0.16769302721088447,-0.08353616225044797,-0.09620088112945258,7
227,2014,40.0,40.0,2.401,estimate_normalized,True,346.0,348.50924,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,84.0,0.4230833333333333,0.69,0.161,0.1953822997498892,0.21775,0.64025,0.67825,0.0028548918340841,0.304,35.539,180.0,0.5289999999999999,36.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,21.116339869281045,4.02,1.55,42,592.22,-200.42000000000007,1289.6,1571.5,9,0,105,17,3,52.7,619.3000000000001,119.89,3.24,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.0030672974165588756,0.10820198412698412,-0.09976700680272116,-0.07058341182626904,-0.022165062437562454,7
228,2014,40.0,40.0,3.021,estimate_normalized,True,59.0,55.06353,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,70.0,0.4810857142857143,0.702,0.205,0.1788116121874114,0.2987499999999999,0.65225,0.6988571428571427,0.0034747382113091,0.478,33.676,188.0,0.497,37.0,1,99,40__40,15.253594771241833,34.7,391.7999999999999,3230.8,21.116339869281045,4.0,1.567516339869281,42,599.21,-207.41000000000008,1444.0000000000002,1733.5000000000002,15,0,105,17,4,52.7,619.3000000000001,121.23,3.18,31.6,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,52.7,18.951612903225808,31.6,642.58,125.22,3.18,4,0.024326726067272285,0.16741756854256862,-0.20225060125060124,0.05058956043956042,0.12331100364756378,7
229,2014,40.0,40.0,1.8888000000000005,estimate_normalized,True,12.0,9.82891,6.4,2.36,225.3,220.85171,12.11,480.0,71.0,0.4157887323943662,0.595,0.086,0.1615989572108453,0.3095,0.5675,0.5894285714285713,0.003189635203844,0.409,29.521,204.0,0.509,30.0,1,99,40__40,15.253594771241833,34.7,391.7999999999999,3230.8,21.116339869281045,4.0,1.567516339869281,42,599.21,-207.41000000000008,1444.0000000000002,1733.5000000000002,15,0,105,17,4,52.7,619.3000000000001,121.23,3.18,31.6,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,52.7,18.951612903225808,31.6,642.58,125.22,3.18,4,0.0268492664334576,0.13010652958152952,-0.09555447330447325,0.012730219780219765,0.08089470379708474,7
230,2014,40.0,40.0,2.0745,estimate_normalized,True,223.0,222.45567,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,81.0,0.4361358024691358,0.732,0.148,0.1935598132639515,0.212,0.641,0.7188749999999999,0.0024062601158217,0.353,35.327000000000005,189.0,0.584,33.0,1,99,40__40,15.012418300653597,35.2,391.7999999999999,3230.8,21.116339869281045,4.38,1.645359477124183,45,608.34,-216.54000000000008,1413.1,1699.8000000000002,15,1,105,17,4,52.7,619.3000000000001,122.79,3.46,31.9,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,52.7,18.687096774193545,31.9,642.58,126.75,3.46,4,0.0013364661110208521,0.16677519583591016,-0.13152898886827463,-0.07462968460111319,-0.10119782468098795,7
231,2014,40.0,40.0,2.6751,estimate_normalized,True,235.0,231.50464,7.2625,3.685,204.0575,646.09227125,9.26,453.75,80.0,0.44535,0.724,0.161,0.2031386287735545,0.22875,0.664,0.7026249999999999,0.0027544063058461,0.302,35.628,182.0,0.563,37.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,21.116339869281045,4.02,1.55,42,592.22,-200.42000000000007,1289.6,1571.5,9,0,105,17,3,52.7,619.3000000000001,119.89,3.24,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.006883981000103452,0.1224040404040404,-0.126235914878772,-0.126235914878772,-0.03361115610579896,7
232,2014,40.0,40.0,2.4254,estimate_normalized,True,296.0,296.88138,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,80.0,0.4371625,0.745,0.149,0.2104604145528322,0.20925,0.6617500000000001,0.726125,0.0027941411856156,0.299,34.973,182.0,0.596,34.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,21.116339869281045,4.02,1.55,42,592.22,-200.42000000000007,1289.6,1571.5,9,0,105,17,3,52.7,619.3000000000001,119.89,3.24,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.0034190119769943518,0.09989863945578237,-0.07797551020408161,-0.07708921237492666,-0.03436301989676991,7
233,2014,40.0,40.0,2.4834,estimate_normalized,True,39.0,38.82,6.7,3.57,211.75,698.55237,6.06,510.0,75.0,0.5450933333333332,0.801,0.292,0.1658741831094345,0.37,0.6915,0.7671428571428571,-0.002053316825984,0.3,40.88199999999999,153.0,0.5090000000000001,44.0,1,99,40__40,14.137908496732026,34.1,391.7999999999999,3230.8,21.116339869281045,4.02,1.55,42,592.22,-200.42000000000007,1289.6,1571.5,9,0,105,17,3,52.7,619.3000000000001,119.89,3.24,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,52.7,17.835483870967742,30.9,642.58,123.76,3.24,2,0.08968889975086158,0.383679761904762,-0.26904034299034285,-0.12249614671043246,-0.1738863738113738,7
